, uploadDate,Collection,Level,Medium,Publisher,Tag,Year,_attachments,_id,_rev,addedBy,articleDate,attachments_md5,author,averageRating,description,filename,fromLevel,hidden,id,isWelcomeVideo,kind,language,linkToLicense,need_optimization,ok,openUrl,openWhichFile,openWith,resourceFor,resourceType,rev,subject,sum,timesRated,title,toLevel,type,uploadDate,views
37,1392140953772.0,[u'Add New'],[u'Early Education'],Text,The Good Life,[u'2cb04e36e7836460c98d481f7e81309b'],2014,"{u'KWAME& FRIENDS (FINAL 1).pdf': {u'stub': True, u'length': 12186692, u'content_type': u'application/pdf', u'revpos': 8, u'digest': u'md5-YXRc7ZJqdBo3MVsLaqUYyg=='}}",0619e48e39b2730cb592043af6e517ff,9-ba7c6d53989c0b46e451671222707160,admin,2014-02-11T05:00:00.000Z,,Johns Hopkins Center for Communication Programs (CCP) in partnership with USAID,,,,0.0,,,,Resource,English,,0.0,,,,PDF.js,,,,[u'Human Development'],0.0,,Fun With Community Mobilization,0.0,,2014-02-11T05:00:00.000Z,
38,,,[u'Professional'],Text,University Press,"[u'cc11a4c42d45448a34481938995eb49d', u'845ca5617e959d8a09839f5ccab57080', u'2cb04e36e7836460c98d481f7e7aff19']",1911,"{u'encyclopaediabri19chisrich.pdf': {u'stub': True, u'length': 110826915, u'content_type': u'application/pdf', u'revpos': 6, u'digest': u'md5-rjoEHWOvpYBDNab5SmuQFA=='}}",0638d80e556e13e60d95090866d330c4,8-49686597fac0b432e31ad73960b15c38,admin,2014-06-30T04:00:00.000Z,,University of Cambridge,,,,,,,,Resource,English,,0.0,,,,PDF.js,Default,Textbook,,[u'Reference'],0.0,0.0,"Encyclopædia Britannica 11 ed. Vol. 19 (Mun, Adrien Albert Marie de to Oddfellows, Order of)",,nation,2014-06-30T04:00:00.000Z,
39,1396279146263.0,,[u'Early Education'],Video,,[u'41d96d20b4c87ffd1545b6d45702290d'],2012,"{u'African American Women Profiles 2012 Erica Williams FINAL_qtp.mp4': {u'stub': True, u'length': 64141819, u'content_type': u'video/mp4', u'revpos': 9, u'digest': u'md5-c9tYh3VIjz+youYDIAmz4Q=='}}",06614a1fa7945771301fbde5cdc9baf2,11-1c6e8be7fe5575b944d9fc718658ae90,admin,2014-03-30T04:00:00.000Z,,State Department,,,,0.0,,,,Resource,eng,,,,,,Flow Video Player,,,,[u'Human Development'],0.0,,African Women Profiles Erica Williams,0.0,,2014-03-30T04:00:00.000Z,
40,1397505545086.0,,[u'Early Education'],Text,,"[u'cc11a4c42d45448a34481938995eb49d', u'41d96d20b4c87ffd1545b6d45701f6bb']",2013,"{u'Full text of _The Slang Dictionary_ Etymological, Historical and Anecdotal_.pdf': {u'stub': True, u'length': 4766840, u'content_type': u'application/pdf', u'revpos': 4, u'digest': u'md5-AUSY3WBFz9QzZnepTIqQqA=='}}",076ab6579c21cefbe330ce5c1930a21d,6-08ba6b96bdb0e0abdd11681d97178178,admin,2014-04-14T04:00:00.000Z,,John Camden Hotten,,,,0.0,,,,Resource,English,,0.0,,,,PDF.js,,,,[u'Agriculture'],0.0,,"The Slang Dictionary: Etymological, Historical and Anecdotal",0.0,,2014-04-14T04:00:00.000Z,
41,1403701633208.0,,[u'Upper Secondary'],Text,Secker and Warburg,"[u'41d96d20b4c87ffd1545b6d457023fca', u'01e0dd79c13b3f781de91b3f1e2da5e7']",1949,"{u'1984 - OrwellGeorge (Spanish).pdf': {u'stub': True, u'length': 892452, u'content_type': u'application/pdf', u'revpos': 0, u'digest': u'md5-1Hz1TRBSY+lf4wWu2UMInA=='}}",076ab6579c21cefbe330ce5c1962b86a,288-a0506652a3a84698b0d951a3e31ea3c6,admin,2014-04-14T04:00:00.000Z,,George Orwell,,,,,,,,Resource,Spanish,,0.0,,,,PDF.js,Default,Textbook,,[u'Literature'],0.0,,1984 (Spanish),,nation,2014-04-14T04:00:00.000Z,
42,1397506569216.0,,[u'Early Education'],Video,,[u'845ca5617e959d8a09839f5cca85bc92'],,"{u'BadgersPartingGIfts.mp4': {u'stub': True, u'length': 93844032, u'content_type': u'video/mp4', u'revpos': 0, u'digest': u'md5-NMBqTbXSQxDDaMBYg+ws8A=='}}",076ab6579c21cefbe330ce5c1969b718,27-991e809ad78b6e0376792409a7d41e2c,admin,2014-04-13T04:00:00.000Z,,,,,,0.0,,,,Resource,,,,,,,Flow Video Player,,,,[u'Literature'],0.0,0.0,Badger's Parting Gifts,0.0,,2014-04-13T04:00:00.000Z,
43,1397508055978.0,,[u'Lower Primary'],Video,,"[u'0fcf245af7ca2d6d14c9f967bf36e3fc', u'845ca5617e959d8a09839f5cca7beb79', u'2cb04e36e7836460c98d481f7e473bf5', u'41d96d20b4c87ffd1545b6d45702290d']",,"{u'Burka Avenger Episode 01 (w_ English Subtitles).mp4': {u'stub': True, u'length': 298860397, u'content_type': u'video/mp4', u'revpos': 0, u'digest': u'md5-B2BQXfsF4snfvx5UIUHYhw=='}}",076ab6579c21cefbe330ce5c19d166e6,152-9735a3827bdd4d4de46a7b808a2dd41a,admin,2014-04-14T04:00:00.000Z,,,,,,,,,,Resource,"Urdu, English",,,,,,Flow Video Player,,,,"[u'Human Development', u'Languages', u'Learning']",0.0,,A Collection of Episodes: Burka Avenger (English Subtitles),,,2014-04-14T04:00:00.000Z,
44,,,[u'Professional'],Video,www.bbguy.org,"[u'41d96d20b4c87ffd1545b6d4570332c7', u'2cb04e36e7836460c98d481f7e432192', u'a04783680f8268e1642340d719ede4eb', u'f1cedaf7528a34ddd5c5ad00fe5fa9cd']",2012,"{u'Transfusion-transmitted Diseases-SD.mp4': {u'stub': True, u'length': 63010147, u'content_type': u'video/mp4', u'revpos': 2, u'digest': u'md5-I6IcW2tplsOW7tPXcbcMGg=='}}",07771fa91355586f620c1bf1f6d0c4dc,43-24145b0e9e6924c633d069d3e58c1a05,teacher,2014-08-06T04:00:00.000Z,,"Joe Chaffin, MD",,,,,,,,Resource,English,,,,,,Flow Video Player,,,,[u'Health & Medicine'],0.0,0.0,Transfusion-transmitted Diseases_ Video,,,2014-08-06T04:00:00.000Z,
45,,,[u'Professional'],Text,Plan International,"[u'41d96d20b4c87ffd1545b6d45703504c', u'41d96d20b4c87ffd1545b6d45702290d']",2013,"{u'End Child Marriage report.pdf': {u'stub': True, u'length': 1678206, u'content_type': u'application/pdf', u'revpos': 15, u'digest': u'md5-fGmgSeO73tN5mOrKcCwlzw=='}}",07c2f492eec8debccd0bd335b0ea4345,61-c84d1c6262ae82e54dbd6dd7fad5611d,admin,2014-08-20T04:00:00.000Z,,Because I am a Girl,,,,,,,,Resource,English,,0.0,,,,PDF.js,,,,[u'Social Sciences'],0.0,0.0,End Child Marriage report (en),,,2014-08-20T04:00:00.000Z,
46,,,[u'Professional'],Text,,"[u'41d96d20b4c87ffd1545b6d45703504c', u'cc11a4c42d45448a344819389963334d', u'01e0dd79c13b3f781de91b3f1e51839e', u'41d96d20b4c87ffd1545b6d45702290d']",,"{u'NGOs for Women.pdf': {u'stub': True, u'length': 90936, u'content_type': u'application/pdf', u'revpos': 9, u'digest': u'md5-w3qlGzYEr8F1TEm/HqoaDg=='}}",07c2f492eec8debccd0bd335b0f6fc8c,54-b136ed120c8e8a84f6d8d16c95405cc7,admin,2014-08-20T04:00:00.000Z,,Katya Johns,,,,,,,,Resource,English,,0.0,,,,PDF.js,,,,[u'Social Sciences'],0.0,0.0,NGOs for Women,,,2014-08-20T04:00:00.000Z,
47,,,"[u'Upper Secondary', u'Undergraduate', u'Graduate', u'Professional']",Audio/Music/Book,,[u'845ca5617e959d8a09839f5ccad3e02e'],,"{u'Lifes essence.mp3': {u'stub': True, u'length': 41307323, u'content_type': u'audio/mp3', u'revpos': 2, u'digest': u'md5-lGNpUYFcqmg64pC5ZwNV4A=='}}",07c60487d5ffdb1cc79d896cd6c5f793,2-8a35d47e2742debacedd0ea60a159076,admin,2014-09-16T04:00:00.000Z,,Maxamed Ibraahin Warsame 'Hadraawi',,,,,,,,Resource, English ,,,,,,MP3,,,,[u'Languages'],0.0,0.0,Sirta Nolosha- Life's Essence Poem,,,2014-09-16T04:00:00.000Z,
48,,,"[u'Lower Secondary', u'Upper Secondary', u'Undergraduate', u'Graduate', u'Professional']",Text,,[u'845ca5617e959d8a09839f5ccad3e02e'],,"{u'Sirta Nolosha- Life Essence poem .pdf': {u'stub': True, u'length': 209519, u'content_type': u'application/pdf', u'revpos': 3, u'digest': u'md5-GOSn8PpjDWb3OHY4xRme0A=='}}",07c60487d5ffdb1cc79d896cd6ca6d7d,4-cbf2afc743f718aa33ef598cf070be35,admin,2014-09-16T04:00:00.000Z,,Maxamed Ibraahin Warsame 'Hadraawi',,,,,,,,Resource,Somali and English ,,0.0,,,,PDF.js,,,,[u'Languages'],0.0,0.0,Sirta Nolosha- Lifes Essence Poem,,,2014-09-16T04:00:00.000Z,
49,,,[u'Lower Secondary'],Text,The Math Learning Center,"[u'bfc73c98f8b60ff39111e51e640078c5', u'2cb04e36e7836460c98d481f7e3fae68']",2009,"{u'BridgesinMath-5thGrade.pdf': {u'stub': True, u'length': 1678699, u'content_type': u'application/pdf', u'revpos': 3, u'digest': u'md5-cEQT18b7pr3ZSscOqtXYMA=='}}",082526b6e113ae6c91ce34489270d424,6-82674eba111427383b3ec9cdb4bde23b,admin,2014-07-22T04:00:00.000Z,,Martha Ruttle,,,,,,,,Resource,English,www.mathlearningcenter.org,0.0,,,,PDF.js,Default,Textbook,,[u'Math'],0.0,0.0,Blackline Bridges in Math Grade 5 Practice Book,,nation,2014-07-22T04:00:00.000Z,
50,1398782939947.0,,[u'Early Education'],Audio/Music/Book,,"[u'cc11a4c42d45448a3448193899aab654', u'845ca5617e959d8a09839f5cca873e67', u'01e0dd79c13b3f781de91b3f1e091ad6', u'845ca5617e959d8a09839f5cca8750be']",,"{u'01 My Generation.mp3': {u'stub': True, u'length': 3540992, u'content_type': u'audio/mpeg', u'revpos': 0, u'digest': u'md5-F+ZD709DZRMSdBcLW0yPOg=='}}",08BehindBlueEyes,12-b09933ed2c9b546a25dee6062b54b561,,2013-06-03T04:00:00.000Z,,The Who,,"[u'<b>The Who </b>(1964-1982) is an English rock band famous for songs like <a href=""http://www.google.com/url?sa=t&rct=j&q=&esrc=s&source=web&cd=3&ved=0CE4QFjAC&url=http%3A%2F%2Fwww.lyrics007.com%2FThe%2520Who%2520Lyrics%2FPinball%2520Wizard%2520Lyrics.html&ei=BOWsUY7gEPe64AOlroHoDw&usg=AFQjCNF9mA9f9XYF0CKYh3le0YtQEP1-Ww&sig2=8e_k0ujOCLK-7VA73F6a0Q&bvm=bv.47244034,d.dmg"" rel=""nofollow"">Pinball Wizard</a>, <a href=""http://www.lyrics007.com/The%20Who%20Lyrics/My%20Generation%20Lyrics.html"" rel=""nofollow"">My Generation</a> and <a href=""http://www.lyrics007.com/The%20Who%20Lyrics/Behind%20Blue%20Eyes%20Lyrics.html"" rel=""nofollow"">Behind Blue Eyes</a>; however less known songs like <a href=""http://www.sing365.com/music/lyric.nsf/I-Don%27t-Even-Know-Myself-lyrics-The-Who/2BB9652C3D38E4FE4825697A001370C6"" rel=""nofollow"">I Don\'t Even Know Myself</a> really speak to what the band was about. They were able to capture the change in culture between the 50\'s morals to 60\'s lack thereof; a time that left a whole generation unsure about where they fit in to the grander scheme of things. Their sound was also highly transitional. The band combined Rhythm and Blues with Rock, Pop and Punk into a sound that was unique to them. <br /><br />They sold over 100 million records, released 27 hit singles and had 18 Gold Albums. The band was a major influence for artists like Led Zepplin and The Clash. In 1990, they were inducted into the Rock and Roll Hall of Fame. Many consider them to be one of the best and most influential bands of all time. <br /><br />Included in this collection are the following songs:<br /><i>Behind Blue Eyes<br />Won\'t Get Fooled Again<br />I Don\'t Even Know Myself<br />My Generation<br />Overture<br />It\'s a Boy<br />1921<br />Amazing Journey<br />Sparks<br />The Hawker<br />Christmas<br />Cousin Kevin<br />The Acid Queen<br />Underture<br />Do You Think It\'s Alright?<br />Fiddle About<br />Pinball Wizard<br />There\'s a Doctor<br />Go to the Mirror<br />Tommy Can You Hear Me?<br />Smash the Mirror<br />Sensation<br />Miracle Cure<br />Sally Sampson<br />I\'m Free<br />Welcome<br />Tommy\'s Holiday Camp<br />We\'re Not Gonna Take It</i><br /><br />Suggested Level: LS (Lower Secondary) OR US (Upper Secondary)<br />']",/01 My Generation.mp3,0.0,,08BehindBlueEyes,,Resource,English,,,,,,MP3,,,,[u'Music'],,,Music: The Who - My Generation,0.0,,2013-06-03T04:00:00.000Z,
51,,,[u'Upper Secondary'],Text,,"[u'2cb04e36e7836460c98d481f7e8777e2', u'cc11a4c42d45448a3448193899aa8f93', u'cc11a4c42d45448a3448193899c0de63', u'2cb04e36e7836460c98d481f7e432192', u'845ca5617e959d8a09839f5ccaf6a69b']",,"{u'Food-SafeOrSorry-PreAndPostTest.pdf': {u'stub': True, u'length': 67209, u'content_type': u'application/pdf', u'revpos': 3, u'digest': u'md5-QCg2CNxxCCKTtLT5RkLEBQ=='}}",08ca8e19dd797f1d39babd4f56403480,5-c2b7cd940551ced596df6deff9bae4d4,admin,2014-07-17T04:00:00.000Z,,,,,,,,,,Resource,English,,0.0,,,,PDF.js,,,,[u'Food and Nutrition'],0.0,0.0,Food Safety Pre and Post Test,,,2014-07-17T04:00:00.000Z,
52,,,[u'Upper Primary'],Text,,"[u'2cb04e36e7836460c98d481f7e8777e2', u'cc11a4c42d45448a3448193899aa8f93', u'cc11a4c42d45448a3448193899c0de63', u'2cb04e36e7836460c98d481f7e432192', u'3037965c2de9e2915e2ad751cfa31dfc', u'845ca5617e959d8a09839f5ccaf6a69b']",,"{u'FoodSafetyWordSearch.pdf': {u'stub': True, u'length': 948936, u'content_type': u'application/pdf', u'revpos': 3, u'digest': u'md5-mwcMpHygstf1o6KtuGuHbA=='}}",08ca8e19dd797f1d39babd4f56562cb1,6-1664ea12a01c1a885a04a3e6aaf1047a,admin,2014-07-17T04:00:00.000Z,,,,,,,,,,Resource,English,,0.0,,,,PDF.js,,,,[u'Food and Nutrition'],0.0,0.0,Food Safety Word Search Puzzle,,,2014-07-17T04:00:00.000Z,
53,,,[u'Lower Secondary'],Text,,"[u'2cb04e36e7836460c98d481f7e8777e2', u'cc11a4c42d45448a3448193899aa8f93', u'cc11a4c42d45448a3448193899c0de63', u'2cb04e36e7836460c98d481f7e432192', u'3037965c2de9e2915e2ad751cfa31dfc', u'845ca5617e959d8a09839f5ccaf6a69b', u'2cb04e36e7836460c98d481f7ea6dfd8']",,"{u'MyPlate-AnswerKey.pdf': {u'stub': True, u'length': 272867, u'content_type': u'application/pdf', u'revpos': 3, u'digest': u'md5-62Ighgi4tGgXn5sWOou7hQ=='}}",08ca8e19dd797f1d39babd4f56664305,6-72e72ee3f44b9c2887d7f904aa008d06,admin,2014-07-17T04:00:00.000Z,,,,,,,,,,Resource,English,,0.0,,,,PDF.js,,,,[u'Food and Nutrition'],0.0,0.0,My Plate- Fill in the blank- Answers,,,2014-07-17T04:00:00.000Z,
54,,,[u'Lower Secondary'],Text,,"[u'2cb04e36e7836460c98d481f7e8777e2', u'cc11a4c42d45448a3448193899aa8f93', u'cc11a4c42d45448a3448193899c0de63', u'2cb04e36e7836460c98d481f7e432192', u'3037965c2de9e2915e2ad751cfa31dfc', u'845ca5617e959d8a09839f5ccaf6a69b', u'2cb04e36e7836460c98d481f7ea6dfd8']",,"{u'MyPlate-FillInTheBlanks.pdf': {u'stub': True, u'length': 272828, u'content_type': u'application/pdf', u'revpos': 3, u'digest': u'md5-jVWtwEEAxIZdC2uWJlmI9Q=='}}",08ca8e19dd797f1d39babd4f56698921,6-70685e76a463f43ac3e74fadfd2facf8,admin,2014-07-17T04:00:00.000Z,,,,,,,,,,Resource,English,,0.0,,,,PDF.js,,,,[u'Food and Nutrition'],0.0,0.0,My Plate- Fill in the blank,,,2014-07-17T04:00:00.000Z,
55,,,[u'Upper Primary'],Text,,"[u'2cb04e36e7836460c98d481f7e8777e2', u'cc11a4c42d45448a3448193899aa8f93', u'cc11a4c42d45448a3448193899c0de63', u'2cb04e36e7836460c98d481f7e432192', u'3037965c2de9e2915e2ad751cfa31dfc', u'2cb04e36e7836460c98d481f7ea6dfd8']",,"{u'MyPlate.pdf': {u'stub': True, u'length': 1066624, u'content_type': u'application/pdf', u'revpos': 3, u'digest': u'md5-3kBbtV7nvffrhZdzrKf0Vw=='}}",08ca8e19dd797f1d39babd4f566baed1,6-62704ad0889edf99b31a162015e6ec8c,admin,2014-07-17T04:00:00.000Z,,,,,,,,,,Resource,English,,0.0,,,,PDF.js,,,,[u'Food and Nutrition'],0.0,0.0,My Plate,,,2014-07-17T04:00:00.000Z,
56,,,[u'Upper Primary'],Text,,"[u'cc11a4c42d45448a3448193899aa8f93', u'cc11a4c42d45448a3448193899c0de63', u'2cb04e36e7836460c98d481f7e432192', u'3037965c2de9e2915e2ad751cfa31dfc', u'2cb04e36e7836460c98d481f7e8777e2']",,"{u'YourHeartLovesHealthyFood.pdf': {u'stub': True, u'length': 391538, u'content_type': u'application/pdf', u'revpos': 3, u'digest': u'md5-9ivmsBxNZJOSY07TI7lzfA=='}}",08ca8e19dd797f1d39babd4f566ebbd2,6-92047de789cc26731e4a4fcbf0b3a375,admin,2014-07-17T04:00:00.000Z,,,,,,,,,,Resource,English,,0.0,,,,PDF.js,,,,[u'Food and Nutrition'],0.0,0.0,Your Heart Loves Food From the Food Pyramid,,,2014-07-17T04:00:00.000Z,
57,,,[u'Professional'],Text,,"[u'41d96d20b4c87ffd1545b6d4570358bd', u'845ca5617e959d8a09839f5ccaaa3475', u'cc11a4c42d45448a34481938996f4418']",2011,"{u'Diarrhea from floods in India.pdf': {u'stub': True, u'length': 284915, u'content_type': u'application/pdf', u'revpos': 3, u'digest': u'md5-4kRYxsaVHPECXhiHF2RijA=='}}",097e7eb5c12493e559e1a2b494b80d01,43-7d5a214bccda65a4f346ea197db53d95,admin,2014-08-27T04:00:00.000Z,,Global Health Action,,,,,,,,Resource,,,0.0,,,,PDF.js,,,,[u'Health & Medicine'],0.0,0.0,Floods and Diarrhea among Children,,,2014-08-27T04:00:00.000Z,
58,,,[u'Professional'],Text,World Health Organization,"[u'cc11a4c42d45448a3448193899ff7631', u'845ca5617e959d8a09839f5ccaaa3475', u'bcc3e762cbc7f67f63f87b589cbc215b', u'2cb04e36e7836460c98d481f7e8777e2', u'2cb04e36e7836460c98d481f7e8746a8']",2006,"{u'Mental Health & Wellbeing Among Malnourished Children.pdf': {u'stub': True, u'length': 1879863, u'content_type': u'application/pdf', u'revpos': 3, u'digest': u'md5-fiYFaEX5n++xjkrMu9DuKg=='}}",097e7eb5c12493e559e1a2b494fa5716,43-65e0cca66fd37613ab28d89c5333edae,admin,2014-08-27T04:00:00.000Z,,,,,,,,,,Resource,English,,0.0,,,,PDF.js,Default,Textbook,,[u'Human Development'],0.0,0.0,Children Mental Health and Wellbeing in Famine,,nation,2014-08-27T04:00:00.000Z,
59,,,[u'Professional'],Text,,"[u'41d96d20b4c87ffd1545b6d4570358bd', u'845ca5617e959d8a09839f5ccaaa3475']",,"{u'Mobilizing School Response.pdf': {u'stub': True, u'length': 110971, u'content_type': u'application/pdf', u'revpos': 3, u'digest': u'md5-Kec6MPWJQsA0wMcp9fxJNw=='}}",097e7eb5c12493e559e1a2b494fc9bdc,33-6ee458691c04f63f3e84a4eeddb23270,admin,2014-08-27T04:00:00.000Z,,UNICEF-Canada,,,,,,,,Resource,English,,0.0,,,,PDF.js,,,,[u'Environment'],0.0,0.0,Mobilizing School Response to Disasters,,,2014-08-27T04:00:00.000Z,
60,1401725565341.0,,[u'Lower Primary'],Text,,[u'cc11a4c42d45448a3448193899747666'],,,0a4b78c403209bfafca7223c359188f7,12-815e31bd2056ac7b43da2ea54b2de4dd,admin,2014-06-02T04:00:00.000Z,,,,,,,,,,Resource,Arabic,,0.0,,,,PDF.js,Default,Textbook,,[u'Languages'],0.0,,الكتاب اللغة العربية الصف الأول - الصومال,,,2014-06-02T04:00:00.000Z,
61,1401725919605.0,,[u'Lower Primary'],Text,,[u'cc11a4c42d45448a3448193899747666'],,,0a4b78c403209bfafca7223c35febba9,11-92423ec698e082b9dc2794d0dd087bd7,admin,2014-06-02T04:00:00.000Z,,,,,,,,,,Resource,Arabic,,0.0,,,,PDF.js,Default,,,[u'Languages'],0.0,,الكتاب اللغة العربية الصف الثالث - الصومال,,,2014-06-02T04:00:00.000Z,
62,1397577207567.0,,[u'Early Education'],Text,,[u'0fcf245af7ca2d6d14c9f967bf36e3fc'],,"{u'The Yellow Wallpaper.pdf': {u'stub': True, u'length': 161048, u'content_type': u'application/pdf', u'revpos': 4, u'digest': u'md5-2ZMESTJjOVz1zZgckp8vMw=='}}",0aacf3839dd9c580aff1ff0b2503d674,6-e72e79e0dd49c113c4514e4a543c1b46,admin,2014-04-15T04:00:00.000Z,,Charlotte Perkins Gilman,,,,0.0,,,,Resource,English,,0.0,,,,PDF.js,,,,[u'Agriculture'],0.0,,The Yellow Wallpaper,0.0,,2014-04-15T04:00:00.000Z,
63,1397578928633.0,,[u'Early Education'],Text,,"[u'2cb04e36e7836460c98d481f7e432192', u'6e9f105b3f195350296f71b70cca9b5a']",1997,,0aacf3839dd9c580aff1ff0b25af13df,6-5b811dc78383a488916a4d274d70fbcb,admin,2014-04-15T04:00:00.000Z,,World Health Organization,,,,0.0,,,,Resource,English,,0.0,,,,PDF.js,,,,[u'Agriculture'],0.0,,Strengthening Interventions to Reduce Helminth Infections,0.0,,2014-04-15T04:00:00.000Z,
64,1397579103960.0,,[u'Lower Primary'],Video,,[u'01e0dd79c13b3f781de91b3f1e4019da'],,"{u'Are You My Mother_.mp4': {u'stub': True, u'length': 85760782, u'content_type': u'video/mp4', u'revpos': 5, u'digest': u'md5-3In1tAic/JMYRzKIpcqxaA=='}}",0aacf3839dd9c580aff1ff0b25c25f03,7-ea4d6fe92202cad502c93f5ddc5a4e57,admin,2014-04-14T04:00:00.000Z,,"Eastman, P. D.",,,,,,,,Resource,English,,,,,,Flow Video Player,,,,[u'Human Development'],0.0,,Are You My Mother?,,,2014-04-14T04:00:00.000Z,
65,1397579468478.0,,[u'Upper Primary'],Text,,"[u'0fcf245af7ca2d6d14c9f967bf36e3fc', u'01e0dd79c13b3f781de91b3f1e4019da']",1828-1905,"{u'Around the World in 80 Days.pdf': {u'stub': True, u'length': 27432078, u'content_type': u'application/pdf', u'revpos': 5, u'digest': u'md5-XIkG6Z4AefhAz/yV5/bNiA=='}}",0aacf3839dd9c580aff1ff0b25e51850,7-e2ea763a1ec08bf7e7b2484d028be6b5,admin,2014-04-15T04:00:00.000Z,,"Verne, Jules",,,,,,,,Resource,English,,0.0,,,,PDF.js,,,,[u'Agriculture'],0.0,,Around the World in 80 Days,,,2014-04-15T04:00:00.000Z,
66,1383654142019.0,,LP (Lower Primary),,,Fiction,,"{u'Hassan Khan.xls': {u'stub': True, u'length': 56832, u'content_type': u'application/vnd.ms-excel', u'revpos': 3, u'digest': u'md5-JRQcCULlHW6Y6F4X0wWkSw=='}}",0ba64ecf8ff5fd2e524c5825ef00cb2d,6-3b3c71041cf15e02565871dc8c3abc04,,2013-11-04T19:00:00.000Z,,Michael,,,,,0.0,,,Resource,,,,,,,Just download,,,,MAT (Math),,,Mathematics,,,2013-11-04T19:00:00.000Z,
67,,,"[u'Lower Secondary', u'Upper Secondary']",Text,The Townsend Library,"[u'e4ac6c679db7517a6df5a25372002a84', u'c4ca60dd383b9b41ef7cb8ab015dfcc4']",,"{u'ReadingChangedMyLife.pdf': {u'stub': True, u'length': 2053985, u'content_type': u'application/pdf', u'revpos': 3, u'digest': u'md5-IZx8s/ElopZpfeAJAdpvqA=='}}",0c0062a793415f111ce29d1571008031,4-a65cf98939439894a70032285185b247,admin,2014-08-04T04:00:00.000Z,,"Beth Johnson, Ed. ",,,,,,,,Resource,English,,0.0,,,,PDF.js,,,,[u'Human Development'],0.0,0.0,Reading Changed My Life,,,2014-08-04T04:00:00.000Z,
68,,,[u'Upper Primary'],Audio/Music/Book,,"[u'cc11a4c42d45448a3448193899694fb8', u'845ca5617e959d8a09839f5cca8f183b', u'41d96d20b4c87ffd1545b6d457028e59']",,"{u'OpenSecret-Audio.mp3': {u'stub': True, u'length': 1736681, u'content_type': u'audio/mpeg', u'revpos': 0, u'digest': u'md5-ypxhAESFwEJXMRjpvURdRQ=='}}",0c5ddbc929f42978284d1f6ef8780bc7,6-0765d9ea2caa6d29625df91e09df4fb9,admin,2014-06-25T04:00:00.000Z,,,,,,,,,,Resource,English,,,,,,MP3,,,,[u'Literature'],0.0,0.0,Catch Phrase - Open Secret,,,2014-06-25T04:00:00.000Z,
69,,,[u'Upper Primary'],Audio/Music/Book,,"[u'cc11a4c42d45448a3448193899694fb8', u'845ca5617e959d8a09839f5cca8f183b', u'41d96d20b4c87ffd1545b6d457028e59']",,"{u'ShortStraw-Audio.mp3': {u'stub': True, u'length': 2320705, u'content_type': u'audio/mpeg', u'revpos': 0, u'digest': u'md5-QCesKpi5uPcgF676arl3ag=='}}",0c5ddbc929f42978284d1f6ef87c4518,6-75087617e148c0432d6bd2e9431d7037,admin,2014-06-25T04:00:00.000Z,,,,,,,,,,Resource,English,,,,,,MP3,,,,[u'Learning'],0.0,0.0,Catch Phrase - Short Straw,,,2014-06-25T04:00:00.000Z,
70,,,[u'Upper Primary'],Audio/Music/Book,,"[u'cc11a4c42d45448a3448193899694fb8', u'845ca5617e959d8a09839f5cca8f183b', u'41d96d20b4c87ffd1545b6d457028e59']",,"{u'WitsEnd-Audio.mp3': {u'stub': True, u'length': 2571927, u'content_type': u'audio/mpeg', u'revpos': 0, u'digest': u'md5-5C68xAAekgu3uAji/UndQw=='}}",0c5ddbc929f42978284d1f6ef87f26bf,6-bc25c619fa46200f94367772f46a558e,admin,2014-06-25T04:00:00.000Z,,,,,,,,,,Resource,English,,,,,,MP3,,,,[u'Learning'],0.0,0.0,Catch Phrase - Wits End,,,2014-06-25T04:00:00.000Z,
71,,,[u'Lower Secondary'],Audio/Music/Book,,"[u'cc11a4c42d45448a3448193899694fb8', u'845ca5617e959d8a09839f5cca8f183b', u'41d96d20b4c87ffd1545b6d457028e59', u'bfc73c98f8b60ff39111e51e640078c5']",,"{u'ChildLiteracy-Audio.mp3': {u'stub': True, u'length': 1860890, u'content_type': u'audio/mpeg', u'revpos': 0, u'digest': u'md5-WHvTiHfvp73DhEf/zVR2tw=='}}",0c5ddbc929f42978284d1f6ef88900de,8-4e7cfdb8032fdeea35af9fc00ed3f7b0,admin,2014-06-25T04:00:00.000Z,,,,,,,,,,Resource,English,,,,,,MP3,,,,[u'Learning'],0.0,0.0,Child Literacy ,,,2014-06-25T04:00:00.000Z,
